ID,adj.P.val,P.Value,t,B,logFC,Gene.Symbol,Gene.Function,,,
TC07003323.hg.1,1,0.637577,4.73E-01,-5.5178,EPDR1,ependymin related protein 1 (zebrafish),,,,
TC09001553.hg.1,1,0.637599,4.73E-01,-5.5178,MIR4478,microRNA 4478,,,,
TC10001557.hg.1,1,0.637616,-4.73E-01,-5.5178,TLL2,tolloid-like 2,,,,
TC17001700.hg.1,1,0.637656,4.73E-01,-5.5178,SPAG9,sperm associated antigen 9,,,,
TC02001902.hg.1,1,0.637796,4.73E-01,-5.5179,LOC100132215,uncharacterized LOC100132215,,,,
TC01001626.hg.1,1,0.637805,4.73E-01,-5.5179,CDC73,cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae),,
TC11000546.hg.1,1,0.637819,-4.73E-01,-5.5179,INCENP,inner centromere protein antigens 135/155kDa,,,,
TC06001104.hg.1,1,0.637824,-4.73E-01,-5.5179,ESR1,estrogen receptor 1,,,,
TC12002087.hg.1,1,0.637854,4.73E-01,-5.5179,SBNO1,strawberry notch homolog 1 (Drosophila),,,,
TC03002005.hg.1,1,0.637894,-4.73E-01,-5.5179,GHSR,growth hormone secretagogue receptor,,,,
TC22000843.hg.1,1,0.637903,4.73E-01,-5.518,TCF20,transcription factor 20 (AR1),,,,
TC10000312.hg.1,1,0.638004,-4.73E-01,-5.518,AGAP9,ArfGAP with GTPase domain, ankyrin repeat and PH domain 9,,,
TC02001347.hg.1,1,0.638027,4.73E-01,-5.518,SGPP2,sphingosine-1-phosphate phosphatase 2,,,,
TC01000322.hg.1,1,0.638041,4.73E-01,-5.518,TMEM57,transmembrane protein 57,,,,
TC03003329.hg.1,1,0.638041,-4.73E-01,-5.518,HYAL2,hyaluronoglucosaminidase 2,,,,
TC01006273.hg.1,1,0.638072,-4.72E-01,-5.5181,LCE2C,late cornified envelope 2C,,,,
TC06000393.hg.1,1,0.638073,-4.72E-01,-5.5181,CYP21A2,cytochrome P450, family 21, subfamily A, polypeptide 2,
TC20000769.hg.1,1,0.638078,-4.72E-01,-5.5181,CDK5RAP1,CDK5 regulatory subunit associated protein 1,,,,
TC17001978.hg.1,1,0.638131,4.72E-01,-5.5181,CD7,CD7 molecule,,,,
TC07000682.hg.1,1,0.638136,4.72E-01,-5.5181,RINT1,RAD50 interactor 1,,,,
TC6_dbb_hap3000048.hg.1,1,0.638293,4.72E-01,-5.5182,TCF19,transcription factor 19,,,,
TC02002244.hg.1,1,0.638309,4.72E-01,-5.5182,CCDC93,coiled-coil domain containing 93,,,,
TC07001503.hg.1,1,0.63831,4.72E-01,-5.5182,DNAJC30,DnaJ (Hsp40) homolog, subfamily C, member 30,,
TC17001312.hg.1,1,0.638331,4.72E-01,-5.5182,DHRS13,dehydrogenase/reductase (SDR family) member 13,,,,
TC05000569.hg.1,1,0.63835,-4.72E-01,-5.5182,PRR16,proline rich 16,,,,
TC01003561.hg.1,1,0.638361,4.72E-01,-5.5182,LOC100302401,uncharacterized LOC100302401,,,,
TC17001987.hg.1,1,0.638429,-4.72E-01,-5.5183,ZNF750,zinc finger protein 750,,,,
TC21000152.hg.1,1,0.638466,-4.72E-01,-5.5183,CBR3,carbonyl reductase 3,,,,
TC07003396.hg.1,1,0.638472,-4.72E-01,-5.5183,TRRAP,transformation/transcription domain-associated protein,,,,
TC17000437.hg.1,1,0.638478,4.72E-01,-5.5183,PIGW,phosphatidylinositol glycan anchor biosynthesis, class W,,,
TC08000424.hg.1,1,0.638502,-4.72E-01,-5.5183,YTHDF3,YTH domain family, member 3,,,
TC06001684.hg.1,1,0.638506,-4.72E-01,-5.5183,CCDC167,coiled-coil domain containing 167,,,,
TC01001236.hg.1,1,0.638518,-4.72E-01,-5.5183,KPRP,keratinocyte proline-rich protein,,,,
TC14000682.hg.1,1,0.638597,4.72E-01,-5.5184,SNORD114-6,small nucleolar RNA, C/D box 114-6,,,
TC09001484.hg.1,1,0.638662,-4.72E-01,-5.5184,PTGR1,prostaglandin reductase 1,,,,
TC11000067.hg.1,1,0.638704,-4.72E-01,-5.5184,KCNQ1DN,KCNQ1 downstream neighbor (non-protein coding),,,,
TC07001993.hg.1,1,0.638721,4.72E-01,-5.5184,EZH2,enhancer of zeste homolog 2 (Drosophila),,,,
TC06001763.hg.1,1,0.638725,4.72E-01,-5.5184,TCTE1,t-complex-associated-testis-expressed 1,,,,
TC10000832.hg.1,1,0.638727,4.72E-01,-5.5184,VWA2,von Willebrand factor A domain containing 2,,,,
TC01000563.hg.1,1,0.638734,4.72E-01,-5.5184,KIF2C,kinesin family member 2C,,,,
TC02001073.hg.1,1,0.63876,-4.72E-01,-5.5185,DFNB59,deafness, autosomal recessive 59,,,
TC03003364.hg.1,1,0.638769,-4.72E-01,-5.5185,SEC22A,SEC22 vesicle trafficking protein homolog A (S. cerevisiae),,,,
TC07001695.hg.1,1,0.638772,-4.72E-01,-5.5185,MYL10,myosin, light chain 10, regulatory,,
TC12001271.hg.1,1,0.638794,4.71E-01,-5.5185,GUCY2C,guanylate cyclase 2C (heat stable enterotoxin receptor),,,,
TC11001415.hg.1,1,0.638826,4.71E-01,-5.5185,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,,,,
TC12001246.hg.1,1,0.638831,-4.71E-01,-5.5185,PRB3,proline-rich protein BstNI subfamily 3,,,,
TC19000741.hg.1,1,0.638883,-4.71E-01,-5.5185,PRR12,proline rich 12,,,,
TC16000091.hg.1,1,0.638984,4.71E-01,-5.5186,PAQR4,progestin and adipoQ receptor family member IV,,,,
TC22000077.hg.1,1,0.638985,4.71E-01,-5.5186,THAP7-AS1,THAP7 antisense RNA 1 (non-protein coding),,,,
TC06002049.hg.1,1,0.639082,-4.71E-01,-5.5186,BET3L,BET3 like (S. cerevisiae),,,,
TC09001031.hg.1,1,0.63913,4.71E-01,-5.5187,KIF24,kinesin family member 24,,,,
TC02001758.hg.1,1,0.63922,-4.71E-01,-5.5187,DHX57,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,,,,
TC06000956.hg.1,1,0.639258,-4.71E-01,-5.5187,RNF217,ring finger protein 217,,,,
TC09000818.hg.1,1,0.63926,-4.71E-01,-5.5187,MIR126,microRNA 126,,,,
TC19001840.hg.1,1,0.639297,-4.71E-01,-5.5188,LILRB5,leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5,,
TC0X001138.hg.1,1,0.639326,-4.71E-01,-5.5188,RPS4X,ribosomal protein S4, X-linked,,,
TC14002244.hg.1,1,0.639349,-4.71E-01,-5.5188,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),,,,
TC0X000242.hg.1,1,0.639371,4.71E-01,-5.5188,ZNF81,zinc finger protein 81,,,,
TC03001047.hg.1,1,0.639415,4.71E-01,-5.5188,IL1RAP,interleukin 1 receptor accessory protein,,,,
TC6_dbb_hap3000010.hg.1,1,0.63948,-4.71E-01,-5.5189,OR2H1,olfactory receptor, family 2, subfamily H, member 1,
TC6_mcf_hap5000009.hg.1,1,0.63948,-4.71E-01,-5.5189,OR2H1,olfactory receptor, family 2, subfamily H, member 1,
TC07001534.hg.1,1,0.639571,-4.70E-01,-5.5189,HIP1,huntingtin interacting protein 1,,,,
TC18000094.hg.1,1,0.639592,4.70E-01,-5.5189,GATA6,GATA binding protein 6,,,,
TC06001158.hg.1,1,0.639619,4.70E-01,-5.519,PLG,plasminogen,,,,
TC16000306.hg.1,1,0.639635,-4.70E-01,-5.519,LOC728741,uncharacterized LOC728741,,,,
TC14001098.hg.1,1,0.639696,-4.70E-01,-5.519,RPS29,ribosomal protein S29,,,,
TC01003568.hg.1,1,0.639723,4.70E-01,-5.519,NPHS2,nephrosis 2, idiopathic, steroid-resistant (podocin),,
TC0X000720.hg.1,1,0.639732,-4.70E-01,-5.519,MIR2114,microRNA 2114,,,,
TC05001897.hg.1,1,0.639775,-4.70E-01,-5.519,GRXCR2,glutaredoxin, cysteine rich 2,,,
TC18000100.hg.1,1,0.639828,-4.70E-01,-5.5191,RIOK3,RIO kinase 3 (yeast),,,,
TC04001066.hg.1,1,0.639856,4.70E-01,-5.5191,QDPR,quinoid dihydropteridine reductase,,,,
TC08000160.hg.1,1,0.63989,-4.70E-01,-5.5191,XPO7,exportin 7,,,,
TC10000753.hg.1,1,0.640004,-4.70E-01,-5.5192,NFKB2,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),,,,
TC10001201.hg.1,1,0.64004,-4.70E-01,-5.5192,HNRNPF,heterogeneous nuclear ribonucleoprotein F,,,,
TC12000503.hg.1,1,0.640052,4.70E-01,-5.5192,ZC3H10,zinc finger CCCH-type containing 10,,,,
TC03001404.hg.1,1,0.640057,-4.70E-01,-5.5192,CCDC71,coiled-coil domain containing 71,,,,
TC09000945.hg.1,1,0.640123,-4.70E-01,-5.5192,PTPLAD2,protein tyrosine phosphatase-like A domain containing 2,,,,
TC12000015.hg.1,1,0.640142,4.70E-01,-5.5193,LOC100292680,uncharacterized LOC100292680,,,,
TC02002196.hg.1,1,0.64015,4.70E-01,-5.5193,LINC00116,long intergenic non-protein coding RNA 116,,,,
TC0Y000054.hg.1,1,0.64017,-4.70E-01,-5.5193,TMSB4Y,thymosin beta 4, Y-linked,,,
TC04000373.hg.1,1,0.640244,4.69E-01,-5.5193,UGT2B28,UDP glucuronosyltransferase 2 family, polypeptide B28,,,
TC0X000283.hg.1,1,0.640291,4.69E-01,-5.5193,MIR362,microRNA 362,,,,
TC6_qbl_hap6000109.hg.1,1,0.640297,-4.69E-01,-5.5194,OR2B3,olfactory receptor, family 2, subfamily B, member 3,
TC16001313.hg.1,1,0.640311,4.69E-01,-5.5194,KIAA1609,KIAA1609,,,,
TC20000513.hg.1,1,0.640324,-4.69E-01,-5.5194,COL20A1,collagen, type XX, alpha 1,,
TC01001925.hg.1,1,0.640351,-4.69E-01,-5.5194,KIAA1383,KIAA1383,,,,
TC01006400.hg.1,1,0.640353,4.69E-01,-5.5194,GSTM1,glutathione S-transferase mu 1,,,,
TC10002948.hg.1,1,0.640408,-4.69E-01,-5.5194,AS3MT,arsenic (+3 oxidation state) methyltransferase,,,,
TC17000119.hg.1,1,0.640417,-4.69E-01,-5.5194,CYB5D1,cytochrome b5 domain containing 1,,,,
TC07000430.hg.1,1,0.640423,-4.69E-01,-5.5194,POM121,POM121 membrane glycoprotein,,,,
TC17001459.hg.1,1,0.640516,-4.69E-01,-5.5195,NR1D1,nuclear receptor subfamily 1, group D, member 1,,
TC07000842.hg.1,1,0.640592,4.69E-01,-5.5195,STRA8,stimulated by retinoic acid gene 8 homolog (mouse),,,,
TC01003959.hg.1,1,0.640611,4.69E-01,-5.5195,C1orf198,chromosome 1 open reading frame 198,,,,
TC04000040.hg.1,1,0.640656,-4.69E-01,-5.5196,C4orf10,chromosome 4 open reading frame 10,,,,
TC06001218.hg.1,1,0.640667,-4.69E-01,-5.5196,MIR4645,microRNA 4645,,,,
TC11002176.hg.1,1,0.640684,4.69E-01,-5.5196,GRM5,glutamate receptor, metabotropic 5,,,
TC0X000109.hg.1,1,0.640693,4.69E-01,-5.5196,PTCHD1,patched domain containing 1,,,,
TC11002468.hg.1,1,0.640723,4.69E-01,-5.5196,SPATA19,spermatogenesis associated 19,,,,
TC01000614.hg.1,1,0.640773,4.69E-01,-5.5196,ELAVL4,ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D),,
TC07000713.hg.1,1,0.640819,4.69E-01,-5.5197,FOXP2,forkhead box P2,,,,
TC11001561.hg.1,1,0.640973,-4.68E-01,-5.5197,RAG2,recombination activating gene 2,,,,
TC01002733.hg.1,1,0.640973,-4.68E-01,-5.5197,ITGB3BP,integrin beta 3 binding protein (beta3-endonexin),,,,
TC15001649.hg.1,1,0.640996,4.68E-01,-5.5198,ULK3,unc-51-like kinase 3 (C. elegans),,,,
TC10000089.hg.1,1,0.640998,4.68E-01,-5.5198,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,,,,
TC14000429.hg.1,1,0.641014,-4.68E-01,-5.5198,PCNX,pecanex homolog (Drosophila),,,,
TC12001529.hg.1,1,0.641062,4.68E-01,-5.5198,KRT72,keratin 72,,,,
TC02000642.hg.1,1,0.641079,4.68E-01,-5.5198,MRPS9,mitochondrial ribosomal protein S9,,,,
TC10000090.hg.1,1,0.641183,4.68E-01,-5.5199,SEC61A2,Sec61 alpha 2 subunit (S. cerevisiae),,,,
TC16001014.hg.1,1,0.641203,4.68E-01,-5.5199,HIRIP3,HIRA interacting protein 3,,,,
TC18000368.hg.1,1,0.64127,-4.68E-01,-5.5199,MPPE1,metallophosphoesterase 1,,,,
TC02002452.hg.1,1,0.641287,4.68E-01,-5.5199,CYTIP,cytohesin 1 interacting protein,,,,
TC05000335.hg.1,1,0.641295,-4.68E-01,-5.5199,CARTPT,CART prepropeptide,,,,
TC11002167.hg.1,1,0.641297,4.68E-01,-5.5199,ME3,malic enzyme 3, NADP(+)-dependent, mitochondrial,,
TC20001730.hg.1,1,0.641329,-4.68E-01,-5.5199,C20orf24,chromosome 20 open reading frame 24,,,,
TC07000537.hg.1,1,0.641332,4.68E-01,-5.5199,STEAP2,STEAP family member 2, metalloreductase,,,
TC19000253.hg.1,1,0.641354,4.68E-01,-5.52,LOC100507373,uncharacterized LOC100507373,,,,
TC01000310.hg.1,1,0.641418,4.68E-01,-5.52,NIPAL3,NIPA-like domain containing 3,,,,
TC06004110.hg.1,1,0.641476,4.68E-01,-5.52,MUTED,muted homolog (mouse),,,,
TC01001475.hg.1,1,0.64156,4.68E-01,-5.5201,BLZF1,basic leucine zipper nuclear factor 1,,,,
TC11000989.hg.1,1,0.641564,4.68E-01,-5.5201,C11orf53,chromosome 11 open reading frame 53,,,,
TC11000811.hg.1,1,0.641586,4.68E-01,-5.5201,MOGAT2,monoacylglycerol O-acyltransferase 2,,,,
TC16000152.hg.1,1,0.641602,-4.68E-01,-5.5201,MIR548X,microRNA 548x,,,,
TC14002346.hg.1,1,0.64166,-4.67E-01,-5.5201,FAM161B,family with sequence similarity 161, member B,,,
TC11002221.hg.1,1,0.641686,-4.67E-01,-5.5202,TRPC6,transient receptor potential cation channel, subfamily C, member 6,,
TC05001298.hg.1,1,0.641689,4.67E-01,-5.5202,PRKAA1,protein kinase, AMP-activated, alpha 1 catalytic subunit,,
TC10000085.hg.1,1,0.641824,4.67E-01,-5.5202,LOC439951,uncharacterized LOC439951,,,,
TC12001120.hg.1,1,0.642047,4.67E-01,-5.5204,FGF23,fibroblast growth factor 23,,,,
TC06000982.hg.1,1,0.642066,-4.67E-01,-5.5204,AKAP7,A kinase (PRKA) anchor protein 7,,,,
TC20000234.hg.1,1,0.642069,-4.67E-01,-5.5204,ZNF341,zinc finger protein 341,,,,
TC07000927.hg.1,1,0.64212,4.67E-01,-5.5204,PIP,prolactin-induced protein,,,,
TC04000419.hg.1,1,0.642142,-4.67E-01,-5.5204,THAP6,THAP domain containing 6,,,,
TC01001352.hg.1,1,0.642157,4.67E-01,-5.5204,OR10J1,olfactory receptor, family 10, subfamily J, member 1,
TC19002678.hg.1,1,0.642201,-4.67E-01,-5.5205,ZNF653,zinc finger protein 653,,,,
TC06002047.hg.1,1,0.642236,-4.67E-01,-5.5205,TSPYL1,TSPY-like 1,,,,
TC22000727.hg.1,1,0.64227,4.67E-01,-5.5205,LOC100506271,uncharacterized LOC100506271,,,,
TC04001739.hg.1,1,0.642275,4.67E-01,-5.5205,MIR548T,microRNA 548t,,,,
TC10001159.hg.1,1,0.642282,4.67E-01,-5.5205,ARHGAP12,Rho GTPase activating protein 12,,,,
TC02001698.hg.1,1,0.642298,-4.67E-01,-5.5205,LOC100505716,uncharacterized LOC100505716,,,,
TC03000756.hg.1,1,0.642379,-4.66E-01,-5.5206,SLC25A36,solute carrier family 25, member 36,,,
TC0X000282.hg.1,1,0.642441,-4.66E-01,-5.5206,MIR500A,microRNA 500a,,,,
TC16000463.hg.1,1,0.642445,4.66E-01,-5.5206,OGFOD1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,,,,
TC15001690.hg.1,1,0.642449,-4.66E-01,-5.5206,TSPAN3,tetraspanin 3,,,,
TC12001227.hg.1,1,0.642479,-4.66E-01,-5.5206,CSDA,cold shock domain protein A,,,,
TC02001161.hg.1,1,0.642571,4.66E-01,-5.5207,SGOL2,shugoshin-like 2 (S. pombe),,,,
TC18000266.hg.1,1,0.642695,4.66E-01,-5.5207,HSBP1L1,heat shock factor binding protein 1-like 1,,,,
TC17001726.hg.1,1,0.642718,4.66E-01,-5.5207,MKS1,Meckel syndrome, type 1,,,
TC0X000644.hg.1,1,0.642786,4.66E-01,-5.5208,CXorf69,chromosome X open reading frame 69,,,,
TC19001102.hg.1,1,0.642914,4.66E-01,-5.5209,TNFSF14,tumor necrosis factor (ligand) superfamily, member 14,,,
TC20000610.hg.1,1,0.642938,4.66E-01,-5.5209,HAO1,hydroxyacid oxidase (glycolate oxidase) 1,,,,
TC6_mann_hap4000020.hg.1,1,0.642949,-4.66E-01,-5.5209,HLA-H,major histocompatibility complex, class I, H (pseudogene),,
TC06000747.hg.1,1,0.642974,4.66E-01,-5.5209,MYO6,myosin VI,,,,
TC10001711.hg.1,1,0.643012,4.66E-01,-5.5209,FGFR2,fibroblast growth factor receptor 2,,,,
TC0X000532.hg.1,1,0.643048,-4.65E-01,-5.5209,COL4A5,collagen, type IV, alpha 5,,
TC0X002325.hg.1,1,0.643052,-4.65E-01,-5.5209,IL9R,interleukin 9 receptor,,,,
TC02001401.hg.1,1,0.643057,-4.65E-01,-5.5209,PRSS56,protease, serine,56,,
TC02000461.hg.1,1,0.64306,4.65E-01,-5.5209,LOC151534,uncharacterized LOC151534,,,,
TC01000408.hg.1,1,0.643113,-4.65E-01,-5.521,SERINC2,serine incorporator 2,,,,
TC04000856.hg.1,1,0.643116,4.65E-01,-5.521,SAP30,Sin3A-associated protein, 30kDa,,,
TC07001718.hg.1,1,0.643132,4.65E-01,-5.521,DNAJC2,DnaJ (Hsp40) homolog, subfamily C, member 2,,
TC19000316.hg.1,1,0.643224,4.65E-01,-5.521,TPM4,tropomyosin 4,,,,
TC0X000053.hg.1,1,0.643361,-4.65E-01,-5.5211,TMSB4X,thymosin beta 4, X-linked,,,
TC12001700.hg.1,1,0.643398,4.65E-01,-5.5211,LOC100507195,uncharacterized LOC100507195,,,,
TC15000328.hg.1,1,0.64348,4.65E-01,-5.5212,TUBGCP4,tubulin, gamma complex associated protein 4,,,
TC07000312.hg.1,1,0.643485,4.65E-01,-5.5212,C7orf72,chromosome 7 open reading frame 72,,,,
TC01003820.hg.1,1,0.643523,4.65E-01,-5.5212,USH2A,Usher syndrome 2A (autosomal recessive, mild),,,
TC01000846.hg.1,1,0.643591,4.65E-01,-5.5213,CDC7,cell division cycle 7 homolog (S. cerevisiae),,,,
TC06000923.hg.1,1,0.643598,-4.65E-01,-5.5213,RWDD1,RWD domain containing 1,,,,
TC22000717.hg.1,1,0.643628,4.65E-01,-5.5213,C22orf33,chromosome 22 open reading frame 33,,,,
TC03000143.hg.1,1,0.643712,4.65E-01,-5.5213,LOC645206,uncharacterized LOC645206,,,,
TC19000463.hg.1,1,0.643717,-4.65E-01,-5.5213,USF2,upstream transcription factor 2, c-fos interacting,,,
TC08000476.hg.1,1,0.643935,-4.64E-01,-5.5214,KCNB2,potassium voltage-gated channel, Shab-related subfamily, member 2,,
TC10001397.hg.1,1,0.643941,-4.64E-01,-5.5215,PLA2G12B,phospholipase A2, group XIIB,,,
TC12000233.hg.1,1,0.643986,-4.64E-01,-5.5215,GOLT1B,golgi transport 1B,,,,
TC21000459.hg.1,1,0.643993,4.64E-01,-5.5215,BRWD1,bromodomain and WD repeat domain containing 1,,,,
TC06000856.hg.1,1,0.644046,4.64E-01,-5.5215,SOBP,sine oculis binding protein homolog (Drosophila),,,,
TC22000726.hg.1,1,0.644051,-4.64E-01,-5.5215,ELFN2,extracellular leucine-rich repeat and fibronectin type III domain containing 2,,,,
TC22001471.hg.1,1,0.64406,-4.64E-01,-5.5215,TNRC6B,trinucleotide repeat containing 6B,,,,
TC05000807.hg.1,1,0.644074,4.64E-01,-5.5215,SPINK6,serine peptidase inhibitor, Kazal type 6,,,
TC01001191.hg.1,1,0.644099,4.64E-01,-5.5215,MIR4257,microRNA 4257,,,,
TC14000517.hg.1,1,0.644112,4.64E-01,-5.5215,LOC283585,uncharacterized LOC283585,,,,
TC15000865.hg.1,1,0.644114,4.64E-01,-5.5216,IQGAP1,IQ motif containing GTPase activating protein 1,,,,
TC01001231.hg.1,1,0.644131,-4.64E-01,-5.5216,LCE2D,late cornified envelope 2D,,,,
TC09000415.hg.1,1,0.644171,-4.64E-01,-5.5216,CKS2,CDC28 protein kinase regulatory subunit 2,,,,
TC11001179.hg.1,1,0.644189,4.64E-01,-5.5216,KIRREL3-AS3,KIRREL3 antisense RNA 3 (non-protein coding),,,,
TC08001405.hg.1,1,0.644283,-4.64E-01,-5.5216,TMEM64,transmembrane protein 64,,,,
TC20000822.hg.1,1,0.644387,4.64E-01,-5.5217,RBL1,retinoblastoma-like 1 (p107),,,,
TC16000674.hg.1,1,0.644455,-4.64E-01,-5.5217,MAP1LC3B,microtubule-associated protein 1 light chain 3 beta,,,,
TC09001226.hg.1,1,0.644482,4.63E-01,-5.5218,GNA14,guanine nucleotide binding protein (G protein), alpha 14,,,
TC12001577.hg.1,1,0.644537,4.63E-01,-5.5218,DCD,dermcidin,,,,
TC18000401.hg.1,1,0.644544,4.63E-01,-5.5218,ESCO1,establishment of cohesion 1 homolog 1 (S. cerevisiae),,,,
TC16001020.hg.1,1,0.644554,-4.63E-01,-5.5218,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,,,,
TC16000214.hg.1,1,0.644581,4.63E-01,-5.5218,TMC5,transmembrane channel-like 5,,,,
TC15000289.hg.1,1,0.644638,4.63E-01,-5.5219,RPUSD2,RNA pseudouridylate synthase domain containing 2,,,,
TC07001194.hg.1,1,0.644672,4.63E-01,-5.5219,IGF2BP3,insulin-like growth factor 2 mRNA binding protein 3,,,,
TC17001681.hg.1,1,0.644753,-4.63E-01,-5.5219,HILS1,histone linker H1 domain, spermatid-specific 1,,,
TC01003755.hg.1,1,0.644853,4.63E-01,-5.522,PM20D1,peptidase M20 domain containing 1,,,,
TC11001320.hg.1,1,0.644947,4.63E-01,-5.522,OR51A4,olfactory receptor, family 51, subfamily A, member 4,
TC6_mcf_hap5000226.hg.1,1,0.644963,-4.63E-01,-5.522,HLA-DPB2,major histocompatibility complex, class II, DP beta 2 (pseudogene),,
TC08001567.hg.1,1,0.644966,-4.63E-01,-5.522,HAS2,hyaluronan synthase 2,,,,
TC19001043.hg.1,1,0.645041,4.63E-01,-5.5221,DOHH,deoxyhypusine hydroxylase/monooxygenase,,,,
TC03002044.hg.1,1,0.64506,4.63E-01,-5.5221,CCDC39,coiled-coil domain containing 39,,,,
TC20000790.hg.1,1,0.645256,4.62E-01,-5.5222,MIR499A,microRNA 499a,,,,
TC19001466.hg.1,1,0.645314,-4.62E-01,-5.5222,LOC100506930,uncharacterized LOC100506930,,,,
TC03000116.hg.1,1,0.645343,-4.62E-01,-5.5223,VENTXP7,VENT homeobox pseudogene 7,,,,
TC01002295.hg.1,1,0.645395,-4.62E-01,-5.5223,AKR7L,aldo-keto reductase family 7-like,,,,
TC01000300.hg.1,1,0.645423,-4.62E-01,-5.5223,TCEB3,transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A),,
TC09001417.hg.1,1,0.645446,4.62E-01,-5.5223,TEX10,testis expressed 10,,,,
TC03000121.hg.1,1,0.645462,-4.62E-01,-5.5223,UBE2E2,ubiquitin-conjugating enzyme E2E 2,,,,
TC02002045.hg.1,1,0.645475,-4.62E-01,-5.5223,C2orf68,chromosome 2 open reading frame 68,,,,
TC15001547.hg.1,1,0.645484,-4.62E-01,-5.5223,FAM96A,family with sequence similarity 96, member A,,,
TC02004933.hg.1,1,0.645506,-4.62E-01,-5.5223,CRYGD,crystallin, gamma D,,,
TC19001030.hg.1,1,0.645545,-4.62E-01,-5.5224,LMNB2,lamin B2,,,,
TC01006326.hg.1,1,0.645547,-4.62E-01,-5.5224,HIST2H2AC,histone cluster 2, H2ac,,,
TC21000140.hg.1,1,0.645558,4.62E-01,-5.5224,LOC100506385,uncharacterized LOC100506385,,,,
TC07003336.hg.1,1,0.645659,4.62E-01,-5.5224,CDK14,cyclin-dependent kinase 14,,,,
TC12001410.hg.1,1,0.64567,4.62E-01,-5.5224,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif,20,,,
TC10000845.hg.1,1,0.645704,4.62E-01,-5.5225,PNLIPRP1,pancreatic lipase-related protein 1,,,,
TC20000227.hg.1,1,0.646048,4.61E-01,-5.5227,BPIFA3,BPI fold containing family A, member 3,,,
TC03000327.hg.1,1,0.646096,4.61E-01,-5.5227,GPR62,G protein-coupled receptor 62,,,,
TC20000697.hg.1,1,0.646151,-4.61E-01,-5.5227,LINC00261,long intergenic non-protein coding RNA 261,,,,
TC08001100.hg.1,1,0.646162,-4.61E-01,-5.5227,C8orf75,chromosome 8 open reading frame 75,,,,
TC04000024.hg.1,1,0.646231,-4.61E-01,-5.5228,KIAA1530,KIAA1530,,,,
TC01002880.hg.1,1,0.646351,-4.61E-01,-5.5228,LOC100132240,uncharacterized LOC100132240,,,,
TC19000070.hg.1,1,0.646389,4.61E-01,-5.5228,FZR1,fizzy/cell division cycle 20 related 1 (Drosophila),,,,
TC08000520.hg.1,1,0.646396,-4.61E-01,-5.5229,CHMP4C,charged multivesicular body protein 4C,,,,
TC02004930.hg.1,1,0.646474,-4.61E-01,-5.5229,MRPS5,mitochondrial ribosomal protein S5,,,,
TC12001990.hg.1,1,0.646497,-4.61E-01,-5.5229,LHX5,LIM homeobox 5,,,,
TC11000896.hg.1,1,0.646499,4.61E-01,-5.5229,UBTFL1,upstream binding transcription factor, RNA polymerase I-like 1,,,
TC01001244.hg.1,1,0.646501,4.61E-01,-5.5229,IVL,involucrin,,,,
TC19000381.hg.1,1,0.646525,4.61E-01,-5.5229,ZNF253,zinc finger protein 253,,,,
TC02000783.hg.1,1,0.646581,4.61E-01,-5.523,PROC,protein C (inactivator of coagulation factors Va and VIIIa),,,,
TC12001895.hg.1,1,0.646592,4.61E-01,-5.523,C12orf42,chromosome 12 open reading frame 42,,,,
TC02001476.hg.1,1,0.646672,-4.60E-01,-5.523,ANO7,anoctamin 7,,,,
TC06000758.hg.1,1,0.646678,4.60E-01,-5.523,SH3BGRL2,SH3 domain binding glutamic acid-rich protein like 2,,,,
TC14000148.hg.1,1,0.646692,4.60E-01,-5.523,NGDN,neuroguidin, EIF4E binding protein,,,
TC14000615.hg.1,1,0.646699,-4.60E-01,-5.523,C14orf177,chromosome 14 open reading frame 177,,,,
TC01001245.hg.1,1,0.646717,4.60E-01,-5.523,SPRR4,small proline-rich protein 4,,,,
TC02002800.hg.1,1,0.646735,-4.60E-01,-5.523,CHPF,chondroitin polymerizing factor,,,,
TC06001227.hg.1,1,0.646748,-4.60E-01,-5.5231,LOC100507194,uncharacterized LOC100507194,,,,
TC19000260.hg.1,1,0.646786,4.60E-01,-5.5231,CLEC17A,C-type lectin domain family 17, member A,,,
TC09001654.hg.1,1,0.646865,-4.60E-01,-5.5231,TOR1A,torsin family 1, member A (torsin A),,,
TC07000992.hg.1,1,0.646912,-4.60E-01,-5.5231,SSPO,SCO-spondin homolog (Bos taurus),,,,
TC12001426.hg.1,1,0.646951,4.60E-01,-5.5232,SLC38A1,solute carrier family 38, member 1,,,
TC06000060.hg.1,1,0.647033,-4.60E-01,-5.5232,DSP,desmoplakin,,,,
